"MTurkCode","goal_order","goals","listNum","total_goal","goalType","affordance","approach_avoidance_R","attainability","attainment_maintenance_R","attractiveness_achievement","attractiveness_progress","basic_needs","clarity","commitment","commonality","conflict","connectedness","construal_level","control","difficulty","effort","end_state_specificity_R","external_importance","external_motivation","failure","frequency_R","ideal_motivation","identified_motivation","implementation_intention","importance","initial_time_R","instrumentality","intrinsic_motivation","introjected_motivation","meaningfulness","measurability","other_resources","ought_motivation","procrastination","regret","self_resources","social_desirability","specificity","temporal_duration","urgency","visibility"
"AHKRGPN5D3I2G",1,"To keep learing new skill on Premier Pro. I want to learn how to do better transitions.",5,4,"recurrance",7,7,10,7,7,6,5,7,7,1,1,7,4,7,7,6,1,6,1,1,1,7,7,7,7,4,7,7,1,7,7,7,1,1,2,7,5,7,3,4,1
"AHKRGPN5D3I2G",2,"Finish writing my third book. By June.",5,4,"short-term",5,7,11,7,7,7,6,7,7,4,1,7,7,7,7,7,3,7,1,1,2,7,7,7,7,7,7,7,1,7,7,4,1,2,7,7,7,7,2,7,2
"AHKRGPN5D3I2G",3,"Find a good place for my wedding. At least 2 possible locations within a month.",5,4,"long-term",7,7,10,7,7,6,5,7,7,6,1,7,7,7,7,6,3,7,7,1,NA,7,7,7,7,2,7,7,7,7,7,7,7,1,7,7,7,7,3,7,4
"AHKRGPN5D3I2G",4,"Improving my music sight reading skills. Continuously during the 3 months.",5,4,"recurrance",7,7,11,7,7,6,6,7,7,7,1,7,5,7,7,7,1,7,6,1,1,7,7,7,7,8,7,7,7,7,7,7,7,1,7,7,7,7,4,7,7
"AHKRGPN5D3I2G",5,"Learn how to use Adobe Photoshop. The basics within 2 months.",5,4,"long-term",7,7,12,7,7,7,7,7,5,1,1,7,6,7,7,3,3,7,7,2,2,7,7,7,7,8,7,7,7,7,7,7,7,4,4,7,7,7,3,1,1
"A1CI5U3BLQ2DDS",1,"I plan to reduce my A1C by 2 points in 3 months.",5,5,"short-term",6,6,7,3,7,7,7,7,7,4,1,7,NA,7,4,3,3,7,5,1,2,7,7,6,7,4,7,1,5,4,7,7,5,4,4,7,7,7,3,6,6
"A1CI5U3BLQ2DDS",2,"I plan to stop eating sugar as much as possible for 3 months.",5,5,"long-term",7,1,7,4,6,7,7,7,7,5,1,7,3,7,7,4,1,7,6,1,1,7,7,7,7,4,7,1,7,7,3,7,7,5,7,7,7,1,3,7,7
"A1CI5U3BLQ2DDS",3,"I plan to save $200 per month",5,5,"recurrance",5,7,5,7,5,5,7,7,4,7,2,3,NA,7,5,3,3,2,1,3,1,5,5,7,7,6,7,1,6,4,7,4,7,5,5,7,7,7,4,5,3
"A1CI5U3BLQ2DDS",4,"I plan to reduce credit card bill by $150 per month.",5,5,"recurrance",5,4,5,4,5,6,7,7,5,7,3,5,1,7,7,6,3,7,5,1,1,7,7,7,6,7,7,1,3,4,7,7,4,7,5,7,7,7,4,5,5
"A1CI5U3BLQ2DDS",5,"I plan to do therapy exercises twice a week.",5,5,"recurrance",6,NA,6,1,6,7,7,7,6,4,1,4,1,7,7,6,3,6,7,1,1,6,7,6,7,6,7,1,4,5,7,7,7,4,5,7,7,7,4,6,5
"A302KOFOYLD89A",1,"To successfully get both shots of the coronavirus vaccine within the next six months.",3,2,"long-term",5,7,9,6,5,6,6,3,6,5,2,2,5,4,5,2,3,7,6,2,2,6,6,4,6,6,6,2,2,7,7,5,2,5,6,5,7,6,3,5,5
"A302KOFOYLD89A",2,"To earn one thousand dollars a month of income doing side work on sites like Mturk.",3,2,"recurrance",4,7,7,1,7,7,6,5,7,3,3,2,6,6,6,6,3,3,5,3,1,5,6,6,7,6,5,2,2,7,7,3,2,3,6,5,6,7,3,7,4
"A302KOFOYLD89A",3,"To completely avoid eating any gluten in my diet, or at least under 20 PPM of gluten for every meal for the next six month",3,2,"recurrance",5,1,9,1,5,5,6,6,7,3,2,2,7,6,6,5,1,5,6,2,1,6,7,6,7,8,6,1,2,6,5,5,3,2,7,6,5,5,3,7,6
"A3GI28OVLDI9ST",1,"Finish and sell my van conversion in two months",5,5,"short-term",7,7,11,6,7,5,3,7,7,1,3,4,1,7,4,7,3,4,4,1,2,6,7,7,7,6,5,5,5,3,7,5,2,4,7,7,5,7,3,7,7
"A3GI28OVLDI9ST",2,"lose 15 pounds in three months",5,5,"short-term",7,7,7,7,7,6,7,7,5,6,4,4,4,7,4,3,3,5,4,3,1,7,6,6,7,5,7,5,6,4,7,5,4,4,6,7,6,7,3,5,4
"A3GI28OVLDI9ST",3,"Make improvements to my home and get read to rent it out in five months",5,5,"short-term",7,7,10,7,7,5,4,6,7,2,2,4,1,7,4,7,3,4,6,1,2,2,7,6,6,7,6,2,3,4,6,4,3,3,6,7,4,7,3,4,6
"A3GI28OVLDI9ST",4,"buy another home in six months",5,5,"long-term",6,7,7,7,6,5,6,6,5,7,3,6,1,7,4,4,3,4,4,2,2,4,6,5,6,8,4,3,3,5,4,5,4,5,6,5,4,7,3,5,4
"A3GI28OVLDI9ST",5,"find a new girlfriend within three months",5,5,"short-term",6,7,10,7,7,6,7,6,7,7,2,4,1,7,5,3,3,4,7,3,2,6,7,3,6,3,6,7,6,6,4,6,6,3,4,6,4,7,3,6,4
"A3PSV85ZUXP9VF",1,"My goal, over the next year, is to naturally bring down my sugar and cholesterol through diet and exercise alone.",3,3,"long-term",6,7,7,4,6,6,3,6,6,6,1,1,5,5,6,7,2,4,4,1,1,4,6,4,7,4,5,2,2,1,6,6,2,3,3,6,5,7,3,6,4
"A3PSV85ZUXP9VF",2,"I want to purchase a new vehicle for my family within the next couple of months.",3,3,"short-term",6,7,9,7,6,7,3,6,7,7,1,1,3,6,6,6,3,2,1,2,2,2,6,6,6,6,1,3,1,1,3,4,1,2,6,6,6,7,3,4,6
"A3PSV85ZUXP9VF",3,"I want to pay off all credit card debt before the Christmas season begins.",3,3,"short-term",6,7,8,4,7,7,4,6,6,7,4,4,2,7,6,6,3,6,1,3,2,1,6,6,7,7,7,1,1,4,6,7,2,4,4,7,6,6,3,5,6
"A2ZGAH6NOSU2PO",1,"My goal is to get up to walking 5 miles each week in 3 months",5,6,"recurrance",6,6,7,1,6,5,7,6,7,4,3,6,4,7,7,7,2,5,6,1,1,6,6,5,7,1,3,4,2,5,7,5,2,4,5,6,6,7,3,4,4
"A2ZGAH6NOSU2PO",2,"My goal is save 500 dollars in my account in 3 months.",5,6,"short-term",6,7,9,7,6,6,6,6,7,5,2,3,4,7,4,4,3,5,3,1,2,6,7,6,7,4,6,4,5,1,7,3,1,4,6,5,1,7,3,5,1
"A2ZGAH6NOSU2PO",3,"My goal is to increase my drinking of water from none to 64 ounces in 3 month.",5,6,"long-term",6,7,6,5,6,7,7,6,6,5,1,2,4,7,7,6,2,5,7,3,1,4,6,5,7,8,4,2,2,2,7,6,2,7,7,7,7,7,4,6,3
"A2ZGAH6NOSU2PO",4,"My goal is to read half of the bible in 3 months.",5,6,"short-term",7,7,10,3,7,6,7,7,7,4,1,4,5,7,7,3,2,7,1,2,1,7,7,7,6,5,7,5,1,7,7,5,1,4,4,7,6,7,3,6,1
"A2ZGAH6NOSU2PO",5,"My goal is to have my gardening spots in my yard complete in 3 months.",5,6,"short-term",6,7,12,5,6,6,4,6,6,3,1,2,3,5,5,7,2,6,4,2,1,3,6,6,6,4,2,5,2,4,7,5,2,5,4,7,7,6,3,5,1
"A30FIPRPFQRBO6",1,"My goal is to lose 30 pounds in the next 3 months",3,3,"recurrance",4,7,6,7,7,7,7,7,7,7,1,4,4,7,7,4,3,7,7,3,2,7,7,7,7,6,7,4,7,7,7,4,4,7,7,7,4,7,3,7,7
"A30FIPRPFQRBO6",2,"My goal is to exercise 3x /week",3,3,"recurrance",4,7,6,7,7,7,7,7,7,7,4,4,4,7,7,7,3,7,1,3,1,7,7,7,7,6,7,1,7,4,7,7,4,7,7,7,7,7,3,7,7
"A30FIPRPFQRBO6",3,"My goal is to increase my credit score",3,3,"long-term",4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,2,7,4,3,1,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4
"AKMOBFEEKW378",1,"Drink 64 oz water every day",5,3,"recurrance",5,7,9,6,6,5,7,7,7,5,1,4,1,7,4,3,3,4,1,2,1,7,7,7,7,6,7,2,3,4,7,5,1,3,7,7,7,7,4,5,4
"AKMOBFEEKW378",2,"Exercise 5 times a week ",5,3,"recurrance",4,7,8,5,7,7,7,7,7,6,4,4,1,7,6,5,3,4,1,3,1,7,7,5,7,8,5,5,5,4,7,6,5,4,7,5,7,7,4,7,4
"AKMOBFEEKW378",3,"Write at least 5 hours a week ",5,3,"recurrance",3,7,5,4,7,7,5,7,7,4,5,7,1,7,7,4,3,4,1,3,1,7,7,5,7,8,4,7,6,7,7,2,1,7,7,7,4,7,4,6,2
"AKMOBFEEKW378",4,"Pay off credit card ",5,3,"long-term",3,7,9,7,7,5,5,5,7,7,4,2,4,7,4,3,3,4,6,1,2,6,7,7,7,6,7,1,7,3,7,7,1,4,7,4,7,7,3,7,1
"AKMOBFEEKW378",5,"Save money for new kitchen and living room floor ",5,3,"long-term",3,7,6,7,7,5,5,6,6,4,3,4,7,7,6,4,3,5,1,1,2,4,7,5,7,7,4,2,6,3,7,2,1,4,7,5,7,7,3,4,4
"A18SXC3JEN1O0U",1,"I want to get more exercise.",2,2,"recurrance",4,7,10,3,4,4,7,7,7,7,2,3,4,7,3,3,1,3,1,3,1,5,7,7,5,8,1,1,1,7,7,4,1,5,4,7,7,7,2,3,2
"A18SXC3JEN1O0U",2,"I want to eat healthier.",2,2,"recurrance",5,5,10,3,4,4,7,6,5,7,1,5,4,1,4,2,1,2,5,3,1,5,7,5,5,8,3,1,1,7,6,2,1,4,5,5,7,1,4,3,2
"A198MSVO1VTAT5",1,"finish painting my office",4,4,"short-term",7,7,11,6,6,6,4,7,7,7,1,5,1,7,3,4,3,7,1,1,2,4,7,7,7,6,5,1,1,7,7,7,4,5,7,7,7,7,1,7,7
"A198MSVO1VTAT5",2,"finish painting the white trim on the exterior of my house",4,4,"short-term",7,7,11,7,6,6,4,7,7,7,1,4,3,7,4,4,3,7,3,1,2,4,7,7,7,6,5,1,1,7,7,7,7,5,7,7,7,7,2,4,7
"A198MSVO1VTAT5",3,"pay off $1000 of debt in 3 months",4,4,"short-term",7,7,11,4,6,6,5,7,7,7,1,4,1,7,4,2,3,5,1,1,2,4,4,7,7,4,5,1,1,4,7,7,4,2,7,7,7,7,3,2,2
"A198MSVO1VTAT5",4,"hang drywall and paint in laundry room ceiling",4,4,"short-term",7,7,11,7,6,6,4,7,7,4,1,4,2,4,4,4,3,4,4,1,2,4,7,7,4,8,4,1,1,4,7,7,4,7,4,7,7,7,2,1,7
"A1MJWY7UO3CDSM",1,"My goal is to buy a house in the next 6 months.",2,2,"short-term",5,7,8,7,7,7,6,7,7,6,1,2,5,7,4,6,3,7,1,1,2,4,7,5,7,6,2,6,1,6,7,7,1,1,7,7,6,6,3,4,7
"A1MJWY7UO3CDSM",2,"My goal is to lose 20 pounds in the next two months.",2,2,"short-term",7,7,10,6,6,6,6,7,7,6,1,1,4,7,6,6,3,2,5,3,1,5,7,7,5,6,6,6,5,6,7,5,1,6,6,7,5,7,3,5,2
"A2CP6MLJVJYBO7",1,"My goal is to earn at least $15 every day on MTurk.",2,3,"recurrance",7,7,9,2,6,6,7,7,7,5,1,5,3,6,4,7,2,5,4,2,1,7,6,6,7,4,6,6,1,6,6,6,1,5,6,7,7,6,3,7,6
"A2CP6MLJVJYBO7",2,"My goal is to save at least $20 every month. ",2,3,"recurrance",6,7,6,2,6,6,7,7,6,7,1,6,2,6,4,4,2,6,1,3,1,7,7,5,7,8,7,4,2,6,6,7,1,4,6,6,7,6,4,5,7
"AQMLJYUQCSG22",1,"My goal is to lose 15 pounds. I think it'll take about 2 months",3,3,"recurrance",4,7,9,6,5,6,7,6,6,7,1,1,4,7,4,6,3,1,1,2,2,6,4,5,5,7,2,3,4,5,7,5,3,5,4,6,7,6,2,3,3
"AQMLJYUQCSG22",2,"My goal is to take a trip outside the U.S. I think it'll take 3 months. ",3,3,"long-term",2,7,6,7,6,4,3,6,4,7,2,1,3,7,5,4,2,2,1,1,2,5,3,3,5,8,1,7,1,3,6,4,1,4,5,3,6,5,3,2,6
"AQMLJYUQCSG22",3,"My goal is to buy a new computer. I think it'll take a month. ",3,3,"short-term",7,7,10,7,4,2,5,7,3,5,3,2,2,7,1,2,3,1,1,1,2,4,3,2,3,4,3,5,1,5,7,5,1,2,1,7,5,5,2,1,5
"A6JUD4NCQCDWG",1,"My goal is to save enough by the end of the year to pay off all of my bills",2,2,"long-term",4,7,6,5,7,6,4,6,6,7,6,3,4,NA,4,4,3,4,4,1,2,5,6,6,7,7,5,2,2,4,5,4,2,3,4,5,5,6,2,4,2
"A6JUD4NCQCDWG",2,"My goal is to take a vacation in the summer.",2,2,"short-term",6,7,9,6,7,7,6,7,6,7,3,6,4,6,4,3,3,2,2,1,2,3,5,NA,7,7,1,7,6,4,3,6,1,3,6,6,7,7,3,4,NA
"A2HQMB1GSEADL",1,"Find a fence contractor and complete the fencing at rental house before end of May..",5,13,"short-term",6,7,8,5,6,6,2,6,4,2,3,1,1,3,3,3,3,4,6,1,2,3,6,5,5,7,1,2,3,2,7,4,6,5,4,6,5,6,3,4,6
"A2HQMB1GSEADL",2,"Earn an average of $20/week at Mechanical Turk.",5,13,"recurrance",6,7,6,3,6,5,4,6,4,5,3,1,1,7,4,4,3,1,1,1,1,2,2,5,3,1,2,5,1,3,7,1,1,3,2,7,2,7,3,3,3
"A2HQMB1GSEADL",3,"Bring my weight down to 125 pounds by end of May.",5,13,"short-term",5,7,6,7,6,6,7,5,4,7,2,1,2,6,4,4,3,3,3,3,2,5,6,3,5,8,3,1,4,1,7,5,4,5,5,5,5,7,3,3,5
"A2HQMB1GSEADL",4,"In May, return to watercolor class and practice an additional day each week.",5,13,"recurrance",6,7,5,3,5,4,1,5,4,3,5,1,1,7,5,4,3,2,2,3,1,5,5,5,3,7,4,6,1,4,6,6,5,6,3,6,6,7,3,3,3
"A2HQMB1GSEADL",5,"Read at least 3 books in April, May and June. ",5,13,"recurrance",5,7,8,1,4,4,1,5,3,5,4,4,2,7,3,5,3,1,1,1,1,2,2,5,3,8,3,6,1,2,6,2,1,2,4,6,3,4,3,2,1
"A1WS9UHL45VZ0X",1,"To get nothing lower than an A- for spring quarter which ends in three months. ",3,3,"short-term",5,4,7,5,5,5,2,7,7,6,2,5,3,5,5,6,2,6,5,2,2,7,7,5,7,6,7,2,3,7,7,5,2,2,4,5,7,7,3,7,6
"A1WS9UHL45VZ0X",2,"To eat a serving of fruits and vegetables every day.",3,3,"recurrance",5,7,5,1,4,4,7,5,4,7,1,3,5,7,3,3,3,3,3,3,1,3,5,2,4,8,2,2,5,4,3,5,4,3,4,5,5,5,4,3,3
"A1WS9UHL45VZ0X",3,"To get 60 minutes of exercise every day.",3,3,"recurrance",3,7,4,2,6,5,7,3,5,6,4,2,5,7,5,5,3,3,2,3,1,6,7,3,5,8,3,1,5,5,4,3,4,6,6,3,6,5,4,5,3
"AADRZTXSE7211",1,"I want to make at least an extra $75 a week to help address loss of income due to COVID.",4,3,"recurrance",6,7,9,4,5,5,5,7,7,3,3,3,6,5,7,7,3,5,7,2,1,4,7,6,7,7,5,1,1,6,7,4,2,1,6,6,4,7,3,7,4
"AADRZTXSE7211",2,"I want to lose 10 pounds in the next three months.",4,3,"short-term",5,7,8,7,5,5,6,5,6,5,3,4,4,5,5,6,3,3,5,2,2,5,5,6,6,6,6,1,4,5,7,5,3,2,5,6,6,7,3,5,3
"AADRZTXSE7211",3,"I want to have at least 30 minutes of vigorous activity at least 4 times a week.",4,3,"recurrance",6,7,11,4,5,5,6,6,7,5,3,4,4,6,4,6,2,6,5,1,1,4,6,6,6,7,5,2,2,6,7,5,2,2,6,6,5,6,3,6,4
"AADRZTXSE7211",4,"I want to get rid of at least 5 items of unwanted items in the house (trash, recycle, or donate).",4,3,"recurrance",5,7,7,1,5,5,4,6,6,3,3,3,3,7,6,5,3,4,5,2,1,6,7,7,6,6,5,1,4,6,7,4,3,2,6,5,4,6,4,5,4
"A1ABL45KAK12A5",1,"Earn more money on the stock market",5,4,"recurrance",7,7,3,7,7,7,7,6,7,1,1,7,6,5,7,7,1,7,1,1,1,7,7,7,7,7,7,5,1,3,7,7,1,2,7,5,7,5,4,6,2
"A1ABL45KAK12A5",2,"Buy more bitcoin",5,4,"recurrance",7,7,9,7,7,7,7,7,7,1,1,6,6,6,6,7,3,7,1,1,1,7,7,7,7,5,7,2,1,4,7,7,1,1,7,7,5,7,4,6,7
"A1ABL45KAK12A5",3,"walk 30 minutes per day",5,4,"recurrance",5,7,8,7,7,7,7,7,7,7,1,2,4,7,7,5,2,7,1,2,1,7,7,6,7,6,7,3,1,1,5,7,1,3,7,6,7,7,4,5,4
"A1ABL45KAK12A5",4,"Get a better paying job",5,4,"long-term",3,7,10,7,7,7,7,7,7,7,7,7,6,7,7,7,3,7,1,1,NA,7,7,7,7,6,7,1,6,1,7,7,1,3,7,7,7,7,3,6,7
"A1ABL45KAK12A5",5,"save 10% of my earnings ",5,4,"recurrance",7,7,10,7,7,7,7,7,7,7,1,7,5,7,6,5,2,7,1,1,1,7,7,7,7,6,7,7,1,7,7,7,1,5,7,7,7,7,4,7,7
"A2W0G89O7E9EFO",1,"I would like to pursue a teaching job at a campus close to my home before the 2021/2022 semester.",5,3,"long-term",3,7,7,7,6,4,6,6,7,2,1,2,7,5,6,6,3,6,5,3,2,6,7,5,7,8,6,2,3,5,6,5,2,1,7,6,6,6,3,5,7
"A2W0G89O7E9EFO",2,"I would like to save at least $300 more dollars in my brokerage account by then end of three months.",5,3,"short-term",6,7,9,7,5,5,3,7,6,3,2,2,3,6,3,4,3,3,2,1,1,3,6,5,5,5,4,3,5,5,7,4,1,2,4,6,5,7,3,4,5
"A2W0G89O7E9EFO",3,"I would like to save for an purchase necessary backpacking and camping gear by the beginning of July 1, 2021. ",5,3,"long-term",5,7,8,7,5,5,5,6,6,2,2,4,3,6,4,5,3,1,2,1,2,7,6,6,6,6,3,7,2,5,7,3,2,2,6,5,5,6,3,5,7
"A2W0G89O7E9EFO",4,"I would like to save for and take a major vacation in July, preferable to an outdoor location.  ",5,3,"long-term",5,7,9,7,6,6,5,6,7,4,1,6,4,6,4,6,3,2,2,1,2,6,6,6,7,7,4,7,1,5,7,5,1,1,7,6,5,5,3,4,7
"A2W0G89O7E9EFO",5,"I would like to scan and digitalize all of my physical photographs in order to preserve them and do this by the end of summer 2021. ",5,3,"long-term",4,7,8,7,6,5,2,3,4,2,1,2,2,7,5,4,3,2,2,1,2,3,6,3,4,8,2,2,2,4,7,5,2,3,5,6,3,6,3,4,5
"A38DHLB88V8DL8",1,"My goal is to exercise at least two times each week.",4,4,"recurrance",6,6,10,6,7,7,6,6,7,6,1,4,4,7,4,7,1,4,2,1,1,7,7,6,7,5,NA,4,3,7,7,5,3,4,5,7,6,4,3,4,4
"A38DHLB88V8DL8",2,"My goal is to lose 15 pounds in the next three months.",4,4,"short-term",4,7,6,5,7,7,6,5,7,6,2,5,3,6,7,7,3,7,1,3,2,6,7,5,7,6,5,1,5,6,7,5,3,5,5,6,5,7,3,5,4
"A38DHLB88V8DL8",3,"My goals is to save $250 each month.",4,4,"short-term",4,6,6,6,6,5,5,5,6,4,3,6,1,6,4,4,3,5,1,3,1,6,5,5,5,3,5,1,4,6,6,5,2,4,4,6,6,5,3,2,2
"A38DHLB88V8DL8",4,"My goal is to eat more fruits and vegetables each week.",4,4,"recurrance",4,6,6,1,6,6,6,3,6,5,1,6,1,6,4,6,1,5,1,1,1,6,6,4,6,1,6,1,3,6,4,6,2,4,4,6,5,1,NA,2,4
"A1WJYF201K77BI",1,"My goal is to save $200 per month.",5,5,"recurrance",5,7,9,7,7,7,7,6,7,7,4,1,3,7,5,6,3,2,2,3,1,7,7,6,7,5,5,2,6,5,7,4,3,5,7,6,7,7,3,7,4
"A1WJYF201K77BI",2,"My goal is to run twice a week.",5,5,"recurrance",5,7,6,2,6,6,6,5,5,7,2,4,3,7,5,6,3,2,2,3,1,7,5,3,6,8,5,5,3,3,5,3,3,6,6,5,6,6,3,3,3
"A1WJYF201K77BI",3,"My goal is to write at least once a week.",5,5,"recurrance",5,7,5,5,6,6,4,3,5,2,2,1,1,7,6,3,2,1,1,3,1,7,5,3,7,8,2,6,5,4,5,2,2,7,5,5,2,2,3,3,3
"A1WJYF201K77BI",4,"My goal is to post on my bucket list Instagram at least four times a week.",5,5,"recurrance",5,7,6,1,5,5,2,5,5,2,2,4,1,7,3,5,2,1,2,3,1,6,5,5,4,8,2,5,4,3,6,4,2,5,5,5,3,5,4,5,3
"A1WJYF201K77BI",5,"My goal is to lift weights five times a week.",5,5,"recurrance",5,6,10,2,6,6,6,6,6,6,4,5,2,6,5,5,3,2,2,3,1,6,6,6,7,8,4,6,4,5,6,3,2,4,5,6,5,6,3,5,3
"AF0W4ZBY7VXOU",1,"My goal is to make time for art and to create every day",3,3,"recurrance",4,7,8,1,7,7,7,7,7,4,5,7,7,7,4,5,3,4,1,3,1,7,7,7,7,8,7,7,7,7,7,6,6,7,7,7,6,7,4,4,5
"AF0W4ZBY7VXOU",2,"My goal is to have an Etsy store open in three months",3,3,"short-term",4,7,9,7,6,5,7,7,7,7,1,7,7,7,7,4,3,6,4,1,2,7,7,7,6,6,7,6,5,7,5,6,2,4,5,7,5,7,3,7,7
"AF0W4ZBY7VXOU",3,"My goal is to meditate every day to reduce my stress",3,3,"recurrance",4,7,8,1,7,7,7,7,7,7,1,7,4,7,4,4,3,7,1,3,1,7,7,7,7,8,7,7,7,7,7,4,1,7,7,7,7,7,4,6,1
"A2H6Q22X1V1FTX",1,"I would like to attempt to write a novel in a new narrative style that is new to me and differs from previous works. ",3,3,"short-term",7,6,10,5,2,3,5,6,7,3,1,2,1,7,3,4,3,1,1,1,1,6,2,6,5,6,6,5,1,6,4,3,1,1,7,6,4,3,3,2,6
"A2H6Q22X1V1FTX",2,"I would like to make preparations before May 15th for a possible disruption in the supply chain.  ",3,3,"long-term",6,5,10,2,2,4,7,6,7,3,5,7,6,5,5,5,3,7,7,1,1,1,7,7,7,7,6,1,6,6,3,6,4,1,7,5,5,NA,3,7,7
"A2H6Q22X1V1FTX",3,"I would like to sort and remove all traces of toddler and baby items in my home as my children are all older now. I would also like to redecorate my home to coincide with having older children.",3,3,"short-term",2,5,9,6,5,2,3,5,4,4,2,3,2,3,5,2,3,6,5,1,2,5,5,7,3,5,1,1,2,2,6,5,2,2,3,7,5,3,3,2,6
"ANZNAAS2K0DSY",1,"add at least $2000 to IRA account",3,2,"short-term",6,7,10,1,6,6,7,7,7,5,1,5,5,6,4,7,3,6,3,1,1,7,7,5,7,8,7,2,3,6,7,5,1,2,4,7,7,6,3,5,4
"ANZNAAS2K0DSY",2,"get Covid 19 vaccine asap",3,2,"short-term",3,7,10,7,5,3,7,4,7,6,1,1,2,3,4,1,3,6,7,1,2,3,7,4,7,6,4,1,7,6,5,4,1,1,7,3,6,7,3,6,5
"ANZNAAS2K0DSY",3,"finish reading the Legends of the Dragonrealm series ",3,2,"short-term",7,7,11,7,4,4,2,7,4,3,1,1,1,7,1,3,3,1,1,1,2,4,2,4,3,5,1,7,1,5,7,3,1,3,1,7,4,7,2,1,2
"A2WZ8ZEB00LYF7",1,"Lose weight. I need to lose weight to feel better about myself.",2,2,"long-term",5,3,8,3,5,5,5,5,5,5,4,6,5,5,5,5,2,5,4,3,2,3,4,5,5,8,4,5,5,4,4,5,5,4,4,5,5,6,1,4,5
"A2WZ8ZEB00LYF7",2,"Get a job. I need a job to get more money.",2,2,"short-term",4,4,8,3,5,5,5,5,5,5,4,6,6,5,6,4,1,5,4,2,1,5,5,5,7,2,7,1,4,5,5,4,7,5,6,5,6,5,3,5,5
"A321WQIFK10UV3",1,"My goal is to make a total per month of $400.00 from my part time job in the next 6 months.",3,3,"long-term",7,7,11,7,7,7,7,7,7,7,1,4,1,7,7,7,3,4,1,1,1,7,7,7,7,6,7,7,3,7,7,7,1,2,7,7,7,7,3,7,7
"A321WQIFK10UV3",2,"My goal is to do stretching exercises on a daily basis (everyday).",3,3,"recurrance",7,7,10,1,7,5,7,7,6,5,1,7,1,7,7,7,3,7,7,3,1,7,7,7,7,6,7,1,7,7,7,7,1,4,7,7,7,7,4,7,7
"A321WQIFK10UV3",3,"My goal is to get my home organized within the next 3 months.",3,3,"short-term",7,7,11,7,6,6,7,7,7,7,1,7,1,7,7,7,3,7,7,1,1,7,7,7,7,3,7,4,7,7,7,7,2,1,7,7,7,7,3,6,7
"A18JNQE5GZQIX5",1,"My goal is to save $1500 a month. ",3,3,"recurrance",5,7,10,1,6,5,3,7,7,4,1,4,4,6,3,6,3,3,2,1,1,5,6,6,6,7,5,4,2,5,7,4,2,2,5,7,6,7,3,5,4
"A18JNQE5GZQIX5",2,"My goal is to exercise every day. ",3,3,"recurrance",5,7,9,2,6,6,5,5,6,6,2,3,3,6,5,5,1,3,2,3,1,6,6,5,5,6,2,5,4,5,6,6,3,4,4,6,6,5,3,5,5
"A18JNQE5GZQIX5",3,"My goal is to make $1000 on MTurk per month. ",3,3,"long-term",6,7,8,6,7,5,4,7,6,3,2,5,6,7,4,7,3,3,3,1,1,4,7,6,6,5,5,5,2,4,7,5,2,3,3,6,4,7,3,5,4
"AXF0OX50YZQC6",1,"My goal is to quit drinking sodas everyday",5,6,"recurrance",7,1,10,1,5,5,7,7,7,7,1,7,1,7,4,4,2,4,1,3,1,7,4,7,7,6,7,1,5,4,7,7,1,4,NA,7,7,7,NA,4,7
"AXF0OX50YZQC6",2,"My goal is lose 20 pounds in three months",5,6,"short-term",7,7,7,6,7,7,6,7,7,7,1,7,7,7,7,7,3,7,1,3,2,7,7,7,7,6,7,1,1,7,7,7,1,4,7,7,7,7,3,4,4
"AXF0OX50YZQC6",3,"My goal is to eat healthier everyday",5,6,"long-term",7,7,7,1,6,6,7,7,7,7,1,7,1,7,4,4,2,7,1,3,1,7,7,7,7,4,7,7,1,7,4,7,1,4,7,7,7,7,3,4,7
"AXF0OX50YZQC6",4,"My goal is to maintain an A average this semester",5,6,"long-term",7,7,10,7,6,6,7,7,7,7,1,5,5,7,4,7,3,7,1,1,2,7,7,7,7,5,7,5,5,7,7,7,1,1,7,7,7,7,3,4,7
"AXF0OX50YZQC6",5,"My goal is to drink more water everyday",5,6,"recurrance",7,7,10,1,5,5,7,7,7,7,1,7,1,7,4,4,2,7,1,3,1,7,7,7,7,3,7,1,1,7,7,7,1,4,4,7,7,7,NA,4,1
"A2VGEE0ZIZ8CBQ",1,"My goal is to exercise four times a week for at least an hour.",3,3,"recurrance",6,7,10,6,6,6,7,7,7,4,2,4,2,7,4,5,3,6,5,2,1,6,6,7,6,7,5,3,5,6,7,7,4,3,7,7,6,5,NA,4,6
"A2VGEE0ZIZ8CBQ",2,"My goal is to put at least 10,000 dollars a year into my retirement account",3,3,"recurrance",4,6,9,7,5,5,5,7,4,5,3,2,1,4,4,4,3,5,6,3,1,2,6,7,4,8,4,2,4,3,7,5,5,2,5,6,6,7,4,4,4
"A2VGEE0ZIZ8CBQ",3,"My goal is eat healthier this year. ",3,3,"recurrance",6,5,10,6,7,7,6,7,7,7,2,4,4,6,3,4,1,7,5,3,1,6,7,6,6,8,6,3,5,6,4,7,6,4,6,7,7,2,4,4,6
"ADYMIMV1PE14V",1,"Quit Smoking this year",3,2,"long-term",7,1,10,7,7,7,7,5,7,7,1,4,7,7,7,6,NA,7,5,3,2,7,7,7,7,8,7,1,7,7,7,6,7,5,7,5,7,7,3,7,6
